Date,AGG,BIL,EEM,EWJ,GLD,HYG,IWM,SHY,SLV,TLT,VNQ,^GSPC,^IBEX,^IRX,^NDX,^STOXX50E
2010-01-04,66.05856323242188,74.73390197753906,30.351503372192383,29.801054000854492,109.80000305175781,35.0950813293457,51.45795822143555,66.38794708251953,17.229999542236328,56.546878814697266,23.80386734008789,1132.989990234375,12145.0869140625,0.054999999701976776,1886.699951171875,3017.800048828125
2010-01-05,66.35913848876953,74.71757507324219,30.571805953979492,29.980039596557617,109.69999694824219,35.261566162109375,51.28097915649414,66.46792602539062,17.510000228881836,56.91205596923828,23.77715492248535,1136.52001953125,12204.3876953125,0.05999999865889549,1888.4300537109375,3012.360107421875
2010-01-06,66.32075500488281,74.71757507324219,30.63576889038086,30.099367141723633,111.51000213623047,35.35273742675781,51.23273849487305,66.47587585449219,17.860000610351562,56.15019989013672,23.734405517578125,1137.1400146484375,12222.4873046875,0.04500000178813934,1878.4200439453125,3009.659912109375
2010-01-07,66.24410247802734,74.71757507324219,30.458106994628906,29.830886840820312,110.81999969482422,35.49545669555664,51.610748291015625,66.45987701416016,17.889999389648438,56.24464416503906,23.990875244140625,1141.68994140625,12166.287109375,0.04500000178813934,1876.719970703125,3007.340087890625
2010-01-08,66.28241729736328,74.71757507324219,30.699724197387695,30.188854217529297,111.37000274658203,35.55093765258789,51.89223861694336,66.52388000488281,18.149999618530273,56.21943283081055,23.814552307128906,1144.97998046875,12162.9873046875,0.03999999910593033,1892.5899658203125,3017.85009765625
2010-01-11,66.23123931884766,74.71757507324219,30.63576889038086,30.45732307434082,112.8499984741211,35.519248962402344,51.683143615722656,66.55581665039062,18.209999084472656,55.91096115112305,23.95348358154297,1146.97998046875,12074.4873046875,0.02500000037252903,1886.239990234375,3010.239990234375
2010-01-12,66.65327453613281,74.71757507324219,30.14542579650879,30.666141510009766,110.48999786376953,35.33685302734375,51.120140075683594,66.61173248291016,17.90999984741211,56.868003845214844,23.5527400970459,1136.219970703125,11966.087890625,0.03999999910593033,1861.7900390625,2976.889892578125
2010-01-13,66.37189483642578,74.75020599365234,30.23780059814453,30.845136642456055,111.54000091552734,35.416168212890625,51.77963638305664,66.55581665039062,18.270000457763672,56.20689010620117,24.028276443481445,1145.6800537109375,11958.2880859375,0.05000000074505806,1886.1300048828125,2978.409912109375
2010-01-14,66.54461669921875,74.73390197753906,30.159631729125977,31.2926025390625,112.02999877929688,35.45582580566406,51.9726676940918,66.61979675292969,18.309999465942383,56.99397277832031,24.006916046142578,1148.4599609375,11999.7880859375,0.04500000178813934,1886.52001953125,2989.7099609375
2010-01-15,66.67243194580078,74.73390197753906,29.81142234802246,31.232929229736328,110.86000061035156,35.3130989074707,51.21665573120117,66.67570495605469,18.049999237060547,57.346492767333984,23.825237274169922,1136.030029296875,11844.98828125,0.054999999701976776,1864.52001953125,2940.25
2010-01-18,66.67243194580078,74.73390197753906,29.81142234802246,31.232929229736328,110.86000061035156,35.3130989074707,51.21665573120117,66.67570495605469,18.049999237060547,57.346492767333984,23.825237274169922,1136.030029296875,11870.6884765625,0.054999999701976776,1864.52001953125,2957.8701171875
2010-01-19,66.56376647949219,74.73390197753906,30.415451049804688,31.20310401916504,111.5199966430664,35.32895278930664,52.15766525268555,66.691650390625,18.450000762939453,57.182777404785156,24.311477661132812,1150.22998046875,12022.587890625,0.05000000074505806,1895.47998046875,2984.820068359375
2010-01-20,66.7364273071289,74.73390197753906,29.683502197265625,30.51698875427246,108.94000244140625,35.27744674682617,51.40163803100586,66.691650390625,17.56999969482422,57.7620735168457,24.038970947265625,1138.0400390625,11708.98828125,0.05000000074505806,1867.949951171875,2914.60009765625
2010-01-21,66.755615234375,74.73390197753906,28.788095474243164,30.666141510009766,107.37000274658203,34.72639846801758,50.55714416503906,66.74757385253906,17.06999969482422,58.02651596069336,23.34969711303711,1116.47998046875,11443.98828125,0.03999999910593033,1850.5699462890625,2863.25
2010-01-22,66.7939682006836,74.73390197753906,28.148517608642578,30.3380069732666,107.16999816894531,34.39738464355469,49.648311614990234,66.80357360839844,16.780000686645508,57.92580032348633,22.761945724487305,1091.760009765625,11373.388671875,0.04500000178813934,1794.8199462890625,2836.800048828125
2010-01-25,66.78755187988281,74.75020599365234,28.3546142578125,30.5766544342041,107.4800033569336,34.44891357421875,49.70458984375,66.74757385253906,16.829999923706055,57.661346435546875,22.9222469329834,1096.780029296875,11249.2880859375,0.04500000178813934,1802.3900146484375,2807.300048828125
2010-01-26,66.87068939208984,74.75020599365234,27.7647762298584,30.248516082763672,107.55999755859375,34.49252700805664,49.21398162841797,66.75557708740234,16.43000030517578,57.68019485473633,22.708515167236328,1092.1700439453125,11347.2880859375,0.06499999761581421,1803.8599853515625,2827.739990234375
2010-01-27,66.81954956054688,74.76651000976562,27.693714141845703,30.069534301757812,106.52999877929688,34.50439453125,49.73676681518555,66.73162078857422,16.260000228881836,57.64871597290039,22.911561965942383,1097.5,11042.189453125,0.07000000029802322,1818.9000244140625,2787.39990234375
2010-01-28,66.7619857788086,74.75020599365234,27.50183868408203,29.771217346191406,106.4800033569336,34.35771942138672,48.88422775268555,66.7635726928711,15.920000076293945,57.61724090576172,22.71385383605957,1084.530029296875,10829.2890625,0.07000000029802322,1771.0999755859375,2737.330078125
2010-01-29,66.91543579101562,74.76651000976562,27.203357696533203,29.353578567504883,105.95999908447266,34.183326721191406,48.34536361694336,66.82756042480469,15.899999618530273,58.12094497680664,22.58562469482422,1073.8699951171875,10947.689453125,0.07000000029802322,1741.0400390625,2776.830078125
2010-02-01,66.82368469238281,74.75020599365234,27.935321807861328,29.651899337768555,108.3499984741211,34.34829330444336,48.91639709472656,66.79869842529297,16.360000610351562,57.59335708618164,22.997045516967773,1089.18994140625,10995.189453125,0.08500000089406967,1760.719970703125,2793.2900390625
2010-02-02,66.90068817138672,74.73390197753906,28.16272735595703,30.218685150146484,109.12999725341797,34.452171325683594,49.45528030395508,66.80674743652344,16.350000381469727,57.757652282714844,23.31229591369629,1103.3199462890625,11140.888671875,0.09000000357627869,1776.9200439453125,2830.010009765625
2010-02-03,66.77881622314453,74.76651000976562,27.999284744262695,29.920373916625977,108.69999694824219,34.62794876098633,49.125518798828125,66.7586898803711,16.06999969482422,57.08787155151367,22.932926177978516,1097.280029296875,10888.3896484375,0.09000000357627869,1784.699951171875,2804.610107421875
2010-02-04,66.93920135498047,74.76651000976562,26.73433494567871,29.353578567504883,104.37000274658203,34.136566162109375,47.48478317260742,66.85476684570312,15.039999961853027,57.99140167236328,22.083362579345703,1063.1099853515625,10241.689453125,0.08500000089406967,1732.989990234375,2707.449951171875
2010-02-05,66.96484375,74.76651000976562,26.43587303161621,29.29393768310547,104.68000030517578,33.936832427978516,47.66978073120117,66.958740234375,14.899999618530273,58.11777877807617,22.489444732666016,1066.18994140625,10103.2900390625,0.08500000089406967,1746.1199951171875,2631.639892578125
2010-02-08,67.09307098388672,74.76651000976562,26.172937393188477,29.085100173950195,104.04000091552734,33.789024353027344,47.19523620605469,66.91072082519531,14.75,58.19364547729492,21.99786949157715,1056.739990234375,10206.2890625,0.09000000357627869,1734.8800048828125,2664.2900390625
2010-02-09,66.97124481201172,74.76651000976562,27.025697708129883,29.26408576965332,105.41000366210938,33.85691452026367,47.846710205078125,66.84674072265625,15.119999885559082,57.61232376098633,21.928409576416016,1070.52001953125,10275.3896484375,0.10000000149011612,1753.8399658203125,2668.429931640625
2010-02-10,66.81731414794922,74.76651000976562,26.954641342163086,29.26408576965332,105.12000274658203,33.40151596069336,47.95932388305664,66.77472686767578,14.949999809265137,57.06257629394531,21.971158981323242,1068.1300048828125,10454.9892578125,0.10000000149011612,1749.760009765625,2700.169921875
2010-02-11,66.70823669433594,74.76651000976562,27.6652889251709,29.41325569152832,107.12999725341797,33.537315368652344,48.7233772277832,66.79869842529297,15.369999885559082,56.75299072265625,22.179540634155273,1078.469970703125,10281.689453125,0.0949999988079071,1775.739990234375,2680.25
2010-02-12,66.72105407714844,74.76651000976562,27.317066192626953,29.23427391052246,107.04000091552734,33.5173454284668,49.0772590637207,66.85476684570312,15.239999771118164,56.98680114746094,22.441356658935547,1075.510009765625,10224.8896484375,0.09000000357627869,1779.1099853515625,2674.4599609375
2010-02-15,66.72105407714844,74.76651000976562,27.317066192626953,29.23427391052246,107.04000091552734,33.5173454284668,49.0772590637207,66.85476684570312,15.239999771118164,56.98680114746094,22.441356658935547,1075.510009765625,10293.5888671875,0.09000000357627869,1779.1099853515625,2683.830078125
2010-02-16,66.88784790039062,74.76651000976562,28.020605087280273,29.532581329345703,109.62000274658203,33.848934173583984,49.905670166015625,66.86271667480469,15.819999694824219,57.094207763671875,23.077190399169922,1094.8699951171875,10393.8896484375,0.08500000089406967,1802.06005859375,2720.77001953125
2010-02-17,66.68254852294922,74.71757507324219,28.120101928710938,29.532581329345703,109.25,34.10862350463867,50.24346923828125,66.80674743652344,15.739999771118164,56.44337463378906,23.285579681396484,1099.510009765625,10498.5888671875,0.09000000357627869,1810.8599853515625,2762.25
2010-02-18,66.65692901611328,74.75020599365234,28.226686477661133,29.592241287231445,109.9800033569336,34.432193756103516,50.65367126464844,66.76667785644531,15.880000114440918,56.21592330932617,23.63287925720215,1106.75,10574.189453125,0.08500000089406967,1823.3900146484375,2778.300048828125
2010-02-19,66.70823669433594,74.71757507324219,27.985076904296875,29.114944458007812,109.47000122070312,34.663902282714844,50.718013763427734,66.74276733398438,15.970000267028809,56.51923751831055,23.648916244506836,1109.1700439453125,10676.689453125,0.0949999988079071,1823.3199462890625,2793.3701171875
2010-02-22,66.59278106689453,74.75020599365234,28.020605087280273,29.472909927368164,109.06999969482422,34.70784378051758,50.87082290649414,66.76667785644531,15.899999618530273,56.285404205322266,23.707679748535156,1108.010009765625,10570.4892578125,0.08500000089406967,1817.6300048828125,2778.1201171875
2010-02-23,66.83013916015625,74.71757507324219,27.37392234802246,29.353578567504883,107.88999938964844,34.45615005493164,50.275634765625,66.82264709472656,15.569999694824219,57.16366195678711,23.526029586791992,1094.5999755859375,10312.8896484375,0.11500000208616257,1793.8199462890625,2730.570068359375
2010-02-24,66.90068817138672,74.75020599365234,27.636852264404297,29.41325569152832,107.36000061035156,34.58799362182617,50.70191192626953,66.85476684570312,15.619999885559082,57.30268859863281,23.766469955444336,1105.239990234375,10253.9892578125,0.10999999940395355,1812.510009765625,2734.949951171875
2010-02-25,67.03541564941406,74.75020599365234,27.409452438354492,29.472909927368164,108.30999755859375,34.59198760986328,50.718013763427734,66.91072082519531,15.770000457763672,57.624961853027344,23.857301712036133,1102.93994140625,10126.189453125,0.11500000208616257,1812.9100341796875,2684.419921875
2010-02-26,67.0481948852539,74.75020599365234,27.686601638793945,29.651899337768555,109.43000030517578,34.82368469238281,50.50888442993164,66.93475341796875,16.06999969482422,57.92192840576172,23.84661293029785,1104.489990234375,10333.5888671875,0.11500000208616257,1818.6800537109375,2728.469970703125
2010-03-01,67.14665222167969,74.71757507324219,28.155622482299805,29.950204849243164,109.43000030517578,34.85025405883789,51.683143615722656,66.92271423339844,16.110000610351562,57.89656448364258,24.049654006958008,1115.7099609375,10434.8896484375,0.11999999731779099,1846.4000244140625,2772.699951171875
2010-03-02,67.17239379882812,74.73390197753906,28.47540855407715,30.03969955444336,111.0199966430664,35.07564163208008,52.07725143432617,66.92271423339844,16.559999465942383,57.82050704956055,24.06033706665039,1118.31005859375,10521.4892578125,0.125,1851.2099609375,2796.330078125
2010-03-03,67.17239379882812,74.71757507324219,28.510944366455078,30.248516082763672,111.62999725341797,35.111873626708984,52.37482452392578,66.91466522216797,16.81999969482422,57.674705505371094,23.996217727661133,1118.7900390625,10664.4892578125,0.13500000536441803,1851.5699462890625,2822.590087890625
2010-03-04,67.29464721679688,74.71757507324219,28.361711502075195,29.950204849243164,110.83000183105469,35.14004135131836,52.51152801513672,66.89063262939453,16.790000915527344,57.97897720336914,24.145824432373047,1122.969970703125,10745.2890625,0.13500000536441803,1859.719970703125,2816.10009765625
2010-03-05,67.1659164428711,74.71757507324219,29.10077476501465,30.248516082763672,110.80999755859375,35.34933090209961,53.58122634887695,66.83466339111328,17.010000228881836,57.21835708618164,24.803035736083984,1138.699951171875,11019.7890625,0.14499999582767487,1888.56005859375,2877.43994140625
2010-03-08,67.21099090576172,74.71757507324219,29.122098922729492,30.45732307434082,109.87999725341797,35.357383728027344,53.67776107788086,66.80264282226562,16.889999389648438,56.92041015625,25.05417823791504,1138.5,11078.2890625,0.14499999582767487,1890.8900146484375,2879.2900390625
2010-03-09,67.28821563720703,74.71757507324219,29.285547256469727,30.3380069732666,109.72000122070312,35.51033020019531,53.870765686035156,66.85063934326172,16.920000076293945,56.93307876586914,25.112947463989258,1140.449951171875,11002.7890625,0.15000000596046448,1901.3800048828125,2880.7099609375
2010-03-10,67.24314880371094,74.73390197753906,29.49163055419922,30.129194259643555,108.47000122070312,35.52239227294922,54.329219818115234,66.83466339111328,16.65999984741211,56.78730010986328,25.337364196777344,1145.6099853515625,11120.98828125,0.14499999582767487,1917.3499755859375,2909.39990234375
2010-03-11,67.24314880371094,74.71757507324219,29.498741149902344,30.42749786376953,108.5999984741211,35.49019241333008,54.49007797241211,66.75454711914062,16.809999465942383,56.996482849121094,25.486961364746094,1150.239990234375,11045.3896484375,0.14499999582767487,1923.81005859375,2895.739990234375
2010-03-12,67.24959564208984,74.71757507324219,29.399250030517578,30.725805282592773,107.94999694824219,35.49824905395508,54.46593475341797,66.76255798339844,16.760000228881836,57.35142517089844,25.690017700195312,1149.989990234375,11076.9892578125,0.14000000059604645,1924.4300537109375,2898.360107421875
2010-03-15,67.33324432373047,74.71757507324219,29.18604278564453,30.5766544342041,108.36000061035156,35.45798110961914,54.28096008300781,66.78657531738281,16.739999771118164,57.275394439697266,25.631235122680664,1150.510009765625,10957.7890625,0.14499999582767487,1920.0899658203125,2870.550048828125
2010-03-16,67.45552062988281,74.71757507324219,29.562700271606445,30.87496566772461,110.4000015258789,35.57875442504883,54.7474250793457,66.80264282226562,17.049999237060547,57.73173904418945,26.25104331970215,1159.4599609375,11059.2890625,0.1550000011920929,1932.239990234375,2905.929931640625
2010-03-17,67.50701904296875,74.71757507324219,29.882484436035156,30.994293212890625,109.58999633789062,35.57875442504883,55.06914138793945,66.81861114501953,17.079999923706055,57.97897720336914,26.641103744506836,1166.2099609375,11166.7880859375,0.15000000596046448,1936.219970703125,2931.31005859375
2010-03-18,67.44905853271484,74.71757507324219,29.65508270263672,30.78546905517578,110.33999633789062,35.63103103637695,54.9002571105957,66.77857208251953,17.079999923706055,57.788822174072266,26.496837615966797,1165.8299560546875,11073.4892578125,0.14499999582767487,1943.93994140625,2913.739990234375
2010-03-19,67.3975830078125,74.71757507324219,29.271333694458008,30.725805282592773,108.27999877929688,35.4539680480957,54.21663284301758,66.73053741455078,16.649999618530273,57.84587097167969,26.208297729492188,1159.9000244140625,10990.7890625,0.14499999582767487,1932.4300537109375,2897.949951171875
2010-03-22,67.44905853271484,74.73390197753906,29.377927780151367,30.87496566772461,107.75,35.623016357421875,54.980674743652344,66.75454711914062,16.600000381469727,57.90922546386719,26.539569854736328,1165.81005859375,10861.8896484375,0.14000000059604645,1949.5899658203125,2890.75
2010-03-23,67.4619140625,74.73390197753906,29.584016799926758,31.173269271850586,108.31999969482422,35.61899185180664,55.680423736572266,66.73053741455078,16.719999313354492,57.636688232421875,26.46477699279785,1174.1700439453125,10996.189453125,0.12999999523162842,1963.199951171875,2910.52001953125
2010-03-24,67.1209716796875,74.71757507324219,29.14341163635254,30.666141510009766,106.30000305175781,35.5988655090332,55.045066833496094,66.6264419555664,16.290000915527344,56.584495544433594,26.609033584594727,1167.719970703125,10866.2890625,0.13500000536441803,1951.8399658203125,2903.93994140625
2010-03-25,66.94721221923828,74.75020599365234,29.065250396728516,30.48716163635254,106.77999877929688,35.68336486816406,54.698368072509766,66.65046691894531,16.31999969482422,56.22316360473633,26.67417335510254,1165.72998046875,11091.388671875,0.12999999523162842,1949.1500244140625,2948.090087890625
2010-03-26,67.0566177368164,74.75020599365234,29.20737075805664,30.96445083618164,108.58999633789062,35.671295166015625,54.674171447753906,66.69049072265625,16.610000610351562,56.381595611572266,26.534198760986328,1166.5899658203125,11071.0888671875,0.12999999523162842,1952.6300048828125,2940.93994140625
2010-03-29,66.97936248779297,74.71757507324219,29.73325538635254,31.352262496948242,108.75,35.715576171875,54.97250747680664,66.72254943847656,17.040000915527344,56.166141510009766,26.614953994750977,1173.219970703125,11090.98828125,0.125,1961.219970703125,2947.489990234375
2010-03-30,67.00509643554688,74.71757507324219,29.846960067749023,31.5312442779541,107.97000122070312,35.67934799194336,55.141807556152344,66.70657348632812,16.950000762939453,56.34363555908203,26.577272415161133,1173.27001953125,10980.689453125,0.15000000596046448,1967.9599609375,2939.679931640625
2010-03-31,67.04370880126953,74.75020599365234,29.932226181030273,31.14344024658203,108.94999694824219,35.56666564941406,54.66611862182617,66.75454711914062,17.139999389648438,56.730247497558594,26.275808334350586,1169.4300537109375,10871.2890625,0.15000000596046448,1958.3399658203125,2931.159912109375
